start_time,end_time,start_time_iso,end_time_iso,num_model_requests,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1778117220,1778117280,2026-05-07T01:27:00+00:00,2026-05-07T01:28:00+00:00,,,,,,,,,,,,,,,,,
1778117280,1778117340,2026-05-07T01:28:00+00:00,2026-05-07T01:29:00+00:00,,,,,,,,,,,,,,,,,
1778117340,1778117400,2026-05-07T01:29:00+00:00,2026-05-07T01:30:00+00:00,,,,,,,,,,,,,,,,,
1778117400,1778117460,2026-05-07T01:30:00+00:00,2026-05-07T01:31:00+00:00,,,,,,,,,,,,,,,,,
1778117460,1778117520,2026-05-07T01:31:00+00:00,2026-05-07T01:32:00+00:00,,,,,,,,,,,,,,,,,
1778117520,1778117580,2026-05-07T01:32:00+00:00,2026-05-07T01:33:00+00:00,,,,,,,,,,,,,,,,,
1778117580,1778117640,2026-05-07T01:33:00+00:00,2026-05-07T01:34:00+00:00,,,,,,,,,,,,,,,,,
1778117640,1778117700,2026-05-07T01:34:00+00:00,2026-05-07T01:35:00+00:00,,,,,,,,,,,,,,,,,
1778117700,1778117760,2026-05-07T01:35:00+00:00,2026-05-07T01:36:00+00:00,,,,,,,,,,,,,,,,,
1778117760,1778117820,2026-05-07T01:36:00+00:00,2026-05-07T01:37:00+00:00,,,,,,,,,,,,,,,,,
1778117820,1778117880,2026-05-07T01:37:00+00:00,2026-05-07T01:38:00+00:00,,,,,,,,,,,,,,,,,
1778117880,1778117940,2026-05-07T01:38:00+00:00,2026-05-07T01:39:00+00:00,,,,,,,,,,,,,,,,,
1778117940,1778118000,2026-05-07T01:39:00+00:00,2026-05-07T01:40:00+00:00,,,,,,,,,,,,,,,,,
1778118000,1778118060,2026-05-07T01:40:00+00:00,2026-05-07T01:41:00+00:00,,,,,,,,,,,,,,,,,
1778118060,1778118120,2026-05-07T01:41:00+00:00,2026-05-07T01:42:00+00:00,,,,,,,,,,,,,,,,,
1778118120,1778118180,2026-05-07T01:42:00+00:00,2026-05-07T01:43:00+00:00,,,,,,,,,,,,,,,,,
1778118180,1778118240,2026-05-07T01:43:00+00:00,2026-05-07T01:44:00+00:00,,,,,,,,,,,,,,,,,
1778118240,1778118300,2026-05-07T01:44:00+00:00,2026-05-07T01:45:00+00:00,,,,,,,,,,,,,,,,,
1778118300,1778118360,2026-05-07T01:45:00+00:00,2026-05-07T01:46:00+00:00,,,,,,,,,,,,,,,,,
1778118360,1778118420,2026-05-07T01:46:00+00:00,2026-05-07T01:47:00+00:00,,,,,,,,,,,,,,,,,
1778118420,1778118480,2026-05-07T01:47:00+00:00,2026-05-07T01:48:00+00:00,,,,,,,,,,,,,,,,,
1778118480,1778118540,2026-05-07T01:48:00+00:00,2026-05-07T01:49:00+00:00,,,,,,,,,,,,,,,,,
1778118540,1778118600,2026-05-07T01:49:00+00:00,2026-05-07T01:50:00+00:00,,,,,,,,,,,,,,,,,
1778118600,1778118660,2026-05-07T01:50:00+00:00,2026-05-07T01:51:00+00:00,,,,,,,,,,,,,,,,,
1778118660,1778118720,2026-05-07T01:51:00+00:00,2026-05-07T01:52:00+00:00,,,,,,,,,,,,,,,,,
1778118720,1778118780,2026-05-07T01:52:00+00:00,2026-05-07T01:53:00+00:00,,,,,,,,,,,,,,,,,
1778118780,1778118840,2026-05-07T01:53:00+00:00,2026-05-07T01:54:00+00:00,,,,,,,,,,,,,,,,,
1778118840,1778118900,2026-05-07T01:54:00+00:00,2026-05-07T01:55:00+00:00,,,,,,,,,,,,,,,,,
1778118900,1778118960,2026-05-07T01:55:00+00:00,2026-05-07T01:56:00+00:00,,,,,,,,,,,,,,,,,
1778118960,1778119020,2026-05-07T01:56:00+00:00,2026-05-07T01:57:00+00:00,,,,,,,,,,,,,,,,,
1778119020,1778119080,2026-05-07T01:57:00+00:00,2026-05-07T01:58:00+00:00,,,,,,,,,,,,,,,,,
1778119080,1778119140,2026-05-07T01:58:00+00:00,2026-05-07T01:59:00+00:00,,,,,,,,,,,,,,,,,
1778119140,1778119200,2026-05-07T01:59:00+00:00,2026-05-07T02:00:00+00:00,,,,,,,,,,,,,,,,,
1778119200,1778119260,2026-05-07T02:00:00+00:00,2026-05-07T02:01:00+00:00,,,,,,,,,,,,,,,,,
1778119260,1778119320,2026-05-07T02:01:00+00:00,2026-05-07T02:02:00+00:00,,,,,,,,,,,,,,,,,
1778119320,1778119380,2026-05-07T02:02:00+00:00,2026-05-07T02:03:00+00:00,,,,,,,,,,,,,,,,,
1778119380,1778119440,2026-05-07T02:03:00+00:00,2026-05-07T02:04:00+00:00,,,,,,,,,,,,,,,,,
1778119440,1778119500,2026-05-07T02:04:00+00:00,2026-05-07T02:05:00+00:00,,,,,,,,,,,,,,,,,
1778119500,1778119560,2026-05-07T02:05:00+00:00,2026-05-07T02:06:00+00:00,,,,,,,,,,,,,,,,,
1778119560,1778119620,2026-05-07T02:06:00+00:00,2026-05-07T02:07:00+00:00,,,,,,,,,,,,,,,,,
1778119620,1778119680,2026-05-07T02:07:00+00:00,2026-05-07T02:08:00+00:00,,,,,,,,,,,,,,,,,
1778119680,1778119740,2026-05-07T02:08:00+00:00,2026-05-07T02:09:00+00:00,,,,,,,,,,,,,,,,,
1778119740,1778119800,2026-05-07T02:09:00+00:00,2026-05-07T02:10:00+00:00,,,,,,,,,,,,,,,,,
1778119800,1778119860,2026-05-07T02:10:00+00:00,2026-05-07T02:11:00+00:00,,,,,,,,,,,,,,,,,
1778119860,1778119920,2026-05-07T02:11:00+00:00,2026-05-07T02:12:00+00:00,,,,,,,,,,,,,,,,,
1778119920,1778119980,2026-05-07T02:12:00+00:00,2026-05-07T02:13:00+00:00,,,,,,,,,,,,,,,,,
1778119980,1778120040,2026-05-07T02:13:00+00:00,2026-05-07T02:14:00+00:00,,,,,,,,,,,,,,,,,
1778120040,1778120100,2026-05-07T02:14:00+00:00,2026-05-07T02:15:00+00:00,,,,,,,,,,,,,,,,,
1778120100,1778120160,2026-05-07T02:15:00+00:00,2026-05-07T02:16:00+00:00,,,,,,,,,,,,,,,,,
1778120160,1778120220,2026-05-07T02:16:00+00:00,2026-05-07T02:17:00+00:00,,,,,,,,,,,,,,,,,
1778120220,1778120280,2026-05-07T02:17:00+00:00,2026-05-07T02:18:00+00:00,,,,,,,,,,,,,,,,,
1778120280,1778120340,2026-05-07T02:18:00+00:00,2026-05-07T02:19:00+00:00,,,,,,,,,,,,,,,,,
1778120340,1778120400,2026-05-07T02:19:00+00:00,2026-05-07T02:20:00+00:00,,,,,,,,,,,,,,,,,
1778120400,1778120460,2026-05-07T02:20:00+00:00,2026-05-07T02:21:00+00:00,,,,,,,,,,,,,,,,,
1778120460,1778120520,2026-05-07T02:21:00+00:00,2026-05-07T02:22:00+00:00,,,,,,,,,,,,,,,,,
1778120520,1778120580,2026-05-07T02:22:00+00:00,2026-05-07T02:23:00+00:00,,,,,,,,,,,,,,,,,
1778120580,1778120640,2026-05-07T02:23:00+00:00,2026-05-07T02:24:00+00:00,,,,,,,,,,,,,,,,,
1778120640,1778120700,2026-05-07T02:24:00+00:00,2026-05-07T02:25:00+00:00,,,,,,,,,,,,,,,,,
1778120700,1778120760,2026-05-07T02:25:00+00:00,2026-05-07T02:26:00+00:00,,,,,,,,,,,,,,,,,
1778120760,1778120820,2026-05-07T02:26:00+00:00,2026-05-07T02:27:00+00:00,,,,,,,,,,,,,,,,,
1778120820,1778120880,2026-05-07T02:27:00+00:00,2026-05-07T02:28:00+00:00,,,,,,,,,,,,,,,,,
1778120880,1778120940,2026-05-07T02:28:00+00:00,2026-05-07T02:29:00+00:00,,,,,,,,,,,,,,,,,
1778120940,1778121000,2026-05-07T02:29:00+00:00,2026-05-07T02:30:00+00:00,,,,,,,,,,,,,,,,,
1778121000,1778121060,2026-05-07T02:30:00+00:00,2026-05-07T02:31:00+00:00,,,,,,,,,,,,,,,,,
1778121060,1778121120,2026-05-07T02:31:00+00:00,2026-05-07T02:32:00+00:00,,,,,,,,,,,,,,,,,
1778121120,1778121180,2026-05-07T02:32:00+00:00,2026-05-07T02:33:00+00:00,,,,,,,,,,,,,,,,,
1778121180,1778121240,2026-05-07T02:33:00+00:00,2026-05-07T02:34:00+00:00,,,,,,,,,,,,,,,,,
1778121240,1778121300,2026-05-07T02:34:00+00:00,2026-05-07T02:35:00+00:00,,,,,,,,,,,,,,,,,
1778121300,1778121360,2026-05-07T02:35:00+00:00,2026-05-07T02:36:00+00:00,,,,,,,,,,,,,,,,,
1778121360,1778121420,2026-05-07T02:36:00+00:00,2026-05-07T02:37:00+00:00,,,,,,,,,,,,,,,,,
1778121420,1778121480,2026-05-07T02:37:00+00:00,2026-05-07T02:38:00+00:00,,,,,,,,,,,,,,,,,
1778121480,1778121540,2026-05-07T02:38:00+00:00,2026-05-07T02:39:00+00:00,,,,,,,,,,,,,,,,,
1778121540,1778121600,2026-05-07T02:39:00+00:00,2026-05-07T02:40:00+00:00,,,,,,,,,,,,,,,,,
1778121600,1778121660,2026-05-07T02:40:00+00:00,2026-05-07T02:41:00+00:00,,,,,,,,,,,,,,,,,
1778121660,1778121720,2026-05-07T02:41:00+00:00,2026-05-07T02:42:00+00:00,,,,,,,,,,,,,,,,,
1778121720,1778121780,2026-05-07T02:42:00+00:00,2026-05-07T02:43:00+00:00,,,,,,,,,,,,,,,,,
1778121780,1778121840,2026-05-07T02:43:00+00:00,2026-05-07T02:44:00+00:00,,,,,,,,,,,,,,,,,
1778121840,1778121900,2026-05-07T02:44:00+00:00,2026-05-07T02:45:00+00:00,,,,,,,,,,,,,,,,,
1778121900,1778121960,2026-05-07T02:45:00+00:00,2026-05-07T02:46:00+00:00,,,,,,,,,,,,,,,,,
1778121960,1778122020,2026-05-07T02:46:00+00:00,2026-05-07T02:47:00+00:00,,,,,,,,,,,,,,,,,
1778122020,1778122080,2026-05-07T02:47:00+00:00,2026-05-07T02:48:00+00:00,,,,,,,,,,,,,,,,,
1778122080,1778122140,2026-05-07T02:48:00+00:00,2026-05-07T02:49:00+00:00,,,,,,,,,,,,,,,,,
1778122140,1778122200,2026-05-07T02:49:00+00:00,2026-05-07T02:50:00+00:00,,,,,,,,,,,,,,,,,
1778122200,1778122260,2026-05-07T02:50:00+00:00,2026-05-07T02:51:00+00:00,,,,,,,,,,,,,,,,,
1778122260,1778122320,2026-05-07T02:51:00+00:00,2026-05-07T02:52:00+00:00,,,,,,,,,,,,,,,,,
1778122320,1778122380,2026-05-07T02:52:00+00:00,2026-05-07T02:53:00+00:00,,,,,,,,,,,,,,,,,
1778122380,1778122440,2026-05-07T02:53:00+00:00,2026-05-07T02:54:00+00:00,,,,,,,,,,,,,,,,,
1778122440,1778122500,2026-05-07T02:54:00+00:00,2026-05-07T02:55:00+00:00,,,,,,,,,,,,,,,,,
1778122500,1778122560,2026-05-07T02:55:00+00:00,2026-05-07T02:56:00+00:00,,,,,,,,,,,,,,,,,
1778122560,1778122620,2026-05-07T02:56:00+00:00,2026-05-07T02:57:00+00:00,,,,,,,,,,,,,,,,,
1778122620,1778122680,2026-05-07T02:57:00+00:00,2026-05-07T02:58:00+00:00,,,,,,,,,,,,,,,,,
1778122680,1778122740,2026-05-07T02:58:00+00:00,2026-05-07T02:59:00+00:00,,,,,,,,,,,,,,,,,
1778122740,1778122800,2026-05-07T02:59:00+00:00,2026-05-07T03:00:00+00:00,,,,,,,,,,,,,,,,,
1778122800,1778122860,2026-05-07T03:00:00+00:00,2026-05-07T03:01:00+00:00,,,,,,,,,,,,,,,,,
1778122860,1778122920,2026-05-07T03:01:00+00:00,2026-05-07T03:02:00+00:00,,,,,,,,,,,,,,,,,
1778122920,1778122980,2026-05-07T03:02:00+00:00,2026-05-07T03:03:00+00:00,,,,,,,,,,,,,,,,,
1778122980,1778123040,2026-05-07T03:03:00+00:00,2026-05-07T03:04:00+00:00,,,,,,,,,,,,,,,,,
1778123040,1778123100,2026-05-07T03:04:00+00:00,2026-05-07T03:05:00+00:00,,,,,,,,,,,,,,,,,
1778123100,1778123160,2026-05-07T03:05:00+00:00,2026-05-07T03:06:00+00:00,,,,,,,,,,,,,,,,,
1778123160,1778123220,2026-05-07T03:06:00+00:00,2026-05-07T03:07:00+00:00,,,,,,,,,,,,,,,,,
1778123220,1778123280,2026-05-07T03:07:00+00:00,2026-05-07T03:08:00+00:00,,,,,,,,,,,,,,,,,
1778123280,1778123340,2026-05-07T03:08:00+00:00,2026-05-07T03:09:00+00:00,,,,,,,,,,,,,,,,,
1778123340,1778123400,2026-05-07T03:09:00+00:00,2026-05-07T03:10:00+00:00,,,,,,,,,,,,,,,,,
1778123400,1778123460,2026-05-07T03:10:00+00:00,2026-05-07T03:11:00+00:00,,,,,,,,,,,,,,,,,
1778123460,1778123520,2026-05-07T03:11:00+00:00,2026-05-07T03:12:00+00:00,,,,,,,,,,,,,,,,,
1778123520,1778123580,2026-05-07T03:12:00+00:00,2026-05-07T03:13:00+00:00,,,,,,,,,,,,,,,,,
1778123580,1778123640,2026-05-07T03:13:00+00:00,2026-05-07T03:14:00+00:00,,,,,,,,,,,,,,,,,
1778123640,1778123700,2026-05-07T03:14:00+00:00,2026-05-07T03:15:00+00:00,,,,,,,,,,,,,,,,,
1778123700,1778123760,2026-05-07T03:15:00+00:00,2026-05-07T03:16:00+00:00,,,,,,,,,,,,,,,,,
1778123760,1778123820,2026-05-07T03:16:00+00:00,2026-05-07T03:17:00+00:00,,,,,,,,,,,,,,,,,
1778123820,1778123880,2026-05-07T03:17:00+00:00,2026-05-07T03:18:00+00:00,,,,,,,,,,,,,,,,,
1778123880,1778123940,2026-05-07T03:18:00+00:00,2026-05-07T03:19:00+00:00,,,,,,,,,,,,,,,,,
1778123940,1778124000,2026-05-07T03:19:00+00:00,2026-05-07T03:20:00+00:00,,,,,,,,,,,,,,,,,
1778124000,1778124060,2026-05-07T03:20:00+00:00,2026-05-07T03:21:00+00:00,,,,,,,,,,,,,,,,,
1778124060,1778124120,2026-05-07T03:21:00+00:00,2026-05-07T03:22:00+00:00,,,,,,,,,,,,,,,,,
1778124120,1778124180,2026-05-07T03:22:00+00:00,2026-05-07T03:23:00+00:00,,,,,,,,,,,,,,,,,
1778124180,1778124240,2026-05-07T03:23:00+00:00,2026-05-07T03:24:00+00:00,,,,,,,,,,,,,,,,,
1778124240,1778124300,2026-05-07T03:24:00+00:00,2026-05-07T03:25:00+00:00,,,,,,,,,,,,,,,,,
1778124300,1778124360,2026-05-07T03:25:00+00:00,2026-05-07T03:26:00+00:00,,,,,,,,,,,,,,,,,
1778124360,1778124420,2026-05-07T03:26:00+00:00,2026-05-07T03:27:00+00:00,,,,,,,,,,,,,,,,,
1778124420,1778124480,2026-05-07T03:27:00+00:00,2026-05-07T03:28:00+00:00,,,,,,,,,,,,,,,,,
1778124480,1778124540,2026-05-07T03:28:00+00:00,2026-05-07T03:29:00+00:00,,,,,,,,,,,,,,,,,
1778124540,1778124600,2026-05-07T03:29:00+00:00,2026-05-07T03:30:00+00:00,,,,,,,,,,,,,,,,,
1778124600,1778124660,2026-05-07T03:30:00+00:00,2026-05-07T03:31:00+00:00,,,,,,,,,,,,,,,,,
1778124660,1778124720,2026-05-07T03:31:00+00:00,2026-05-07T03:32:00+00:00,,,,,,,,,,,,,,,,,
1778124720,1778124780,2026-05-07T03:32:00+00:00,2026-05-07T03:33:00+00:00,,,,,,,,,,,,,,,,,
1778124780,1778124840,2026-05-07T03:33:00+00:00,2026-05-07T03:34:00+00:00,,,,,,,,,,,,,,,,,
1778124840,1778124900,2026-05-07T03:34:00+00:00,2026-05-07T03:35:00+00:00,,,,,,,,,,,,,,,,,
1778124900,1778124960,2026-05-07T03:35:00+00:00,2026-05-07T03:36:00+00:00,,,,,,,,,,,,,,,,,
1778124960,1778125020,2026-05-07T03:36:00+00:00,2026-05-07T03:37:00+00:00,,,,,,,,,,,,,,,,,
1778125020,1778125080,2026-05-07T03:37:00+00:00,2026-05-07T03:38:00+00:00,,,,,,,,,,,,,,,,,
1778125080,1778125140,2026-05-07T03:38:00+00:00,2026-05-07T03:39:00+00:00,,,,,,,,,,,,,,,,,
1778125140,1778125200,2026-05-07T03:39:00+00:00,2026-05-07T03:40:00+00:00,,,,,,,,,,,,,,,,,
1778125200,1778125260,2026-05-07T03:40:00+00:00,2026-05-07T03:41:00+00:00,,,,,,,,,,,,,,,,,
1778125260,1778125320,2026-05-07T03:41:00+00:00,2026-05-07T03:42:00+00:00,,,,,,,,,,,,,,,,,
1778125320,1778125380,2026-05-07T03:42:00+00:00,2026-05-07T03:43:00+00:00,,,,,,,,,,,,,,,,,
1778125380,1778125440,2026-05-07T03:43:00+00:00,2026-05-07T03:44:00+00:00,,,,,,,,,,,,,,,,,
